3.01137 -0.763715
1.57903 0.262345
3.28066 0.296339
2.21754 0.022626
2.17481 -0.678719
1.82158 -0.564485
2.39056 -0.28021
1.95399 0.791697
2.02656 -0.0807953
1.93128 -0.606943
3.2661 0.0380992
2.08281 0.11738
2.68005 -0.370502
2.6344 0.270255
3.37067 0.193334
2.10449 0.194141
3.11929 -0.209809
2.37632 -0.246399
2.25348 0.930434
1.873 0.0730666
1.94504 0.0590124
2.16534 0.306789
3.19547 -0.586264
2.30425 0.197164
2.15396 0.789616
2.70747 0.488441
1.89789 -0.313167
2.81196 -0.284777
2.47572 0.486345
2.78196 0.878513
2.24454 0.909123
2.07226 0.251474
2.21134 -0.795124
1.58297 0.053602
2.00705 -0.231481
2.52108 0.424187
2.16374 0.548605
1.87699 -0.0991527
2.24163 -0.0124549
2.98691 -0.438773
3.23375 0.477924
1.81888 0.634566
3.11669 -0.388129
2.21016 0.257586
1.5501 -0.363218
2.00603 -0.655507
2.03289 0.310156
2.11634 0.575363
1.66903 0.321175
2.22058 0.309282
3.24211 0.180557
1.96242 0.823373
2.0487 0.394473
2.75414 -0.746012
3.36181 -0.187309
3.34055 -0.349755
3.40131 0.149313
2.95242 -0.0895293
2.64902 -0.405716
2.14517 0.405697
2.7363 0.317761
2.14089 0.0180158
2.15772 0.592752
3.04187 -0.695804
3.05843 -0.594861
3.20708 0.0887354
2.67758 0.00924955
2.05239 -0.040755
1.48313 0.260827
2.0991 -0.00976125
2.16499 0.768747
2.29079 -0.905403
3.33788 0.0577485
1.87229 -0.059297
2.21673 0.950778
1.55844 0.0524097
3.12287 0.625541
2.617 0.378769
2.79188 0.110612
1.74135 0.314963
1.85088 0.0197617
3.19608 0.511436
3.04607 0.186465
2.96672 0.54926
2.66016 0.696047
2.68016 0.544342
2.05801 0.678602
3.08086 0.311796
2.92721 -0.633686
1.60059 0.380961
2.12847 -0.834837
2.68796 -0.891343
2.96456 0.761098
1.97225 0.0202688
2.37201 0.863564
1.85312 0.57983
1.75349 -0.629036
1.51043 -0.0124775
2.0142 0.789681
1.64943 0.42696
1.45767 -0.0372143
2.34622 0.657318
