-0.696421 0.821603
0.0163054 0.365809
0.12049 -0.939911
-1.00527 -0.103454
0.308291 -1.10321
0.562702 -1.04931
0.424753 0.984309
-1.19356 0.0655076
0.74622 -0.554967
-0.189791 0.610564
0.287502 0.330503
0.709299 0.626882
0.253811 0.297361
-0.124192 0.791749
-0.0704883 -0.239544
-0.251617 0.428039
-0.248291 -0.742682
0.278521 0.823536
0.249768 0.22193
0.310089 -1.04137
-0.193837 0.747454
0.750206 0.233
0.635314 -0.97559
1.38719 0.00930691
-0.89177 0.143731
0.311677 0.63805
-0.106798 -0.433343
-0.129151 0.918444
0.893358 0.53318
0.589141 0.324147
-0.394608 -0.0612954
0.386265 0.30529
0.0378738 0.764726
0.961056 -0.365778
-0.133611 1.11616
-1.3702 -0.144567
-0.523905 -0.447929
-0.139757 0.627231
-0.699558 0.915349
-1.08801 0.395214
0.461419 -0.78029
-0.46057 -1.14325
0.247037 0.418342
-0.601993 -0.782437
0.020893 -0.401236
-0.138618 0.528368
-0.852854 0.70269
0.033078 -0.879521
0.980056 -0.306043
0.071163 1.15226
-0.544965 -1.28774
1.26173 0.241794
-1.25755 -0.606988
1.14459 0.0238627
0.743904 -1.01065
0.874831 0.0211891
-0.574302 1.21864
-1.32389 0.146019
1.05096 -0.722129
0.943551 -0.0835793
0.377911 0.288701
0.450486 1.25799
0.948309 -0.490293
-0.643652 0.630967
0.740563 -0.542639
-0.362479 0.521495
-0.601062 -0.591176
0.761882 0.858804
0.843824 -0.322893
-0.134066 0.14155
0.415922 -0.696397
-0.169961 -1.26853
-0.513057 1.13751
0.73221 -0.598219
-0.662289 -0.417175
0.872572 0.978362
-0.898047 0.621205
-1.25088 0.518747
-0.689349 -0.134247
-0.475616 0.14264
-0.455054 -0.979535
-0.0655692 0.666467
-1.23536 0.608984
-0.00189024 -1.05661
0.313178 -1.28882
-1.03146 0.638665
-0.0437032 -1.37124
1.23325 0.23049
-0.89516 -0.666706
-1.20019 -0.260267
0.656429 0.201019
0.804407 0.908241
0.0183558 1.13725
1.24863 0.227839
-0.349918 -0.402414
-0.35676 0.0963694
-0.117209 -0.0243895
0.688962 -0.72144
-0.845996 0.859573
-0.802215 -0.432531
1.01497 -0.0546027
0.327244 0.0737929
-0.502079 0.465409
0.732561 0.231634
0.0938743 0.998859
-0.924339 0.47639
-0.555756 -0.00280098
0.443565 -0.046536
-0.70133 0.6506
0.147191 -0.88342
-0.0233093 -0.66703
-0.247012 -0.143846
0.292338 1.0794
-0.583205 0.0482914
-0.504975 0.971152
1.00395 -0.0422229
-0.464343 1.26438
-0.346771 0.979843
-0.42273 0.636426
0.902117 -0.496242
0.301997 0.705226
0.788211 0.658612
0.41709 0.598398
-0.547699 -1.25787
-0.505181 0.640956
0.285395 -0.857306
0.129015 -0.0462611
-0.573026 -0.593302
1.13489 0.723604
1.20825 -0.116141
-1.1128 0.522191
0.914683 -0.0898647
-0.0527449 1.25822
-0.652659 -1.24648
0.929827 -0.755277
-0.69307 0.334779
0.394714 0.95144
1.31586 0.111393
0.66099 -0.595341
0.996392 0.991657
-0.621384 0.39984
-0.938182 -0.597181
-0.223233 -0.0897509
0.0615781 -1.33894
-1.09121 -0.623331
-0.463318 1.02047
0.882148 -0.167581
1.18045 -0.00773436
0.313205 -0.488128
1.04446 0.546907
-0.670358 -0.0649837
0.895835 0.349845
